date	author
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v1Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v1Occ.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v1Cadex.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap203Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap203Occ.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap203Cadex.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\WorldInfo\title.json
28 November 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\WorldInfo\info.json
8 July 2018	Sungmin Kwon and Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\LocalFog\LocalFogEffectsTest.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\PROTO\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\PROTO\route_inside.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\PROTO\fivedeepnesting.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\PROTO\fivedeepinternalroute.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\PROTO\def.json
30 November 1997	Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\Script\ScriptNodeFieldControl_Java.json
30 November 1997	Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\Script\ScriptNodeFieldControl_EcmaScript.json
30 November 1997	Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\Script\ScriptNodeEventOutControl_Java.json
30 November 1997	Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\Script\ScriptNodeEventOutControl_EcmaScript.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\specific_proto_proto.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\specific_proto.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\second_proto_file.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\multi_url_specific_nofile.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\multi_url_specific.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\ignore_externproto.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\first_proto_proto.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\first_proto_file.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\first_proto.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\different_name_proto.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Miscellaneous\EXTERNPROTO\different_name.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\PositionInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\PositionInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\PositionInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\PositionInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\PositionInterpolator\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ScalarInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ScalarInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ScalarInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ScalarInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ScalarInterpolator\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\OrientationInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\OrientationInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\OrientationInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\OrientationInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\OrientationInterpolator\hierarchy.json
8 January 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC01\NistCtc01Asme1Ap203Spri.json
20 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC01\NistCtc01Asme1Ap203Occ.json
20 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC01\NistCtc01Asme1Ap203Cadex.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\CoordinateInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\CoordinateInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\CoordinateInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\CoordinateInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\CoordinateInterpolator\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ColorInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ColorInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ColorInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ColorInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\ColorInterpolator\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\NormalInterpolator\value_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\NormalInterpolator\simple.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\NormalInterpolator\samekeys.json
20 October 2019	This file was provided by the National Institute of Standards and Technology  and is part of the X3D Conformance Test Suite  available at http://www.nist.gov/vrml.html The information contained within this file is provided for use in establishing conformance to the ISO VRML97 Specification. Conformance to this test does not imply recommendation or endorsement by the National Institute of Standards and Technology. This software can be redistributed and/or modified freely provided that any derivative works bear some notice that they are derived from it  and any modified versions bear some notice that they have been modified.	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\NormalInterpolator\keys1000.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Interpolators\NormalInterpolator\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_sim_scope.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_sim_attenuationspecial.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_simc2_attenuation.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_simc1_attenuation.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_red_on_blue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_on.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_locationsim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_locationcom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_intensitysim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_intensitycom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_inteffect_specularsim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_inteffect_specularcom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_inteffect_diffusesim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_inteffect_diffusecom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_directionsim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_directioncom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_cutOffAnglesim2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_cutOffAnglesim1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_com_scope.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_com_attenuationspecial.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_comc2_attenuation.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_comc1_attenuation.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_colorsim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_colorcom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_beamWidthsim2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_beamWidthsim1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_ambientsim.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_ambientcom.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Lights\SpotLight\test_ambeffect_ambientsim.json
